CustomerID,Gender,SeniorCitizen,Tenure,ContractType,InternetService,PaymentMethod,MonthlyCharges,StreamingTV,OnlineSecurity,TotalCharges,Churn
CUST0305,Female,0,32,Two year,Fiber optic,Mailed check,89.4,No,No,2860.8,No
CUST0306,Male,0,36,Two year,Fiber optic,Electronic check,38.28,No,No,1378.08,No
CUST0307,Female,1,60,Two year,No,Bank transfer,51.9,Yes,No,3114.0,No
CUST0308,Female,1,11,One year,No,Credit card,61.55,Yes,Yes,677.05,Yes
CUST0309,Female,0,63,One year,Fiber optic,Credit card,110.8,Yes,Yes,6980.4,No
CUST0310,Female,0,21,Two year,DSL,Bank transfer,44.26,Yes,Yes,929.46,No
CUST0311,Female,1,52,Two year,Fiber optic,Bank transfer,29.13,No,Yes,1514.76,No
CUST0312,Male,1,55,One year,No,Bank transfer,51.87,Yes,No,2852.85,No
CUST0313,Female,0,26,Month-to-month,Fiber optic,Bank transfer,30.47,No,No,792.22,No
CUST0314,Male,1,68,Two year,No,Bank transfer,32.86,Yes,Yes,2234.48,No
CUST0315,Male,1,34,Month-to-month,No,Bank transfer,77.39,Yes,Yes,2631.26,No
CUST0316,Female,0,52,Two year,No,Credit card,26.09,Yes,Yes,1356.68,No
CUST0317,Male,0,52,Month-to-month,Fiber optic,Bank transfer,23.09,Yes,Yes,1200.68,Yes
CUST0318,Male,0,29,Month-to-month,No,Electronic check,91.44,No,Yes,2651.76,Yes
CUST0319,Male,0,38,Month-to-month,No,Bank transfer,56.16,No,No,2134.08,No
CUST0320,Female,0,42,One year,Fiber optic,Bank transfer,32.54,Yes,No,1366.68,No
CUST0321,Female,1,21,Month-to-month,No,Credit card,45.36,No,Yes,952.56,No
CUST0322,Male,0,42,Month-to-month,Fiber optic,Credit card,84.21,No,Yes,3536.82,No
CUST0323,Female,0,13,Month-to-month,No,Bank transfer,47.55,Yes,Yes,618.15,No
CUST0324,Female,0,64,Two year,DSL,Credit card,69.45,Yes,No,4444.8,No
CUST0325,Female,0,17,Month-to-month,DSL,Mailed check,32.17,No,No,546.89,No
CUST0326,Female,1,9,Two year,No,Credit card,78.81,No,No,709.29,No
CUST0327,Male,0,41,Month-to-month,DSL,Credit card,51.61,No,Yes,2116.01,No
CUST0328,Male,0,1,Month-to-month,Fiber optic,Credit card,82.7,No,No,82.7,Yes
CUST0329,Female,0,2,One year,DSL,Credit card,100.84,Yes,Yes,201.68,Yes
CUST0330,Female,0,60,Two year,No,Electronic check,81.16,Yes,No,4869.6,No
CUST0331,Male,0,48,Month-to-month,No,Electronic check,49.57,No,No,2379.36,No
CUST0332,Male,0,29,Two year,Fiber optic,Electronic check,45.57,Yes,No,1321.53,Yes
CUST0333,Female,0,10,Two year,No,Bank transfer,52.74,No,Yes,527.4,No
CUST0334,Male,0,58,One year,Fiber optic,Bank transfer,36.46,No,Yes,2114.68,No
CUST0335,Female,0,60,One year,DSL,Mailed check,38.12,Yes,No,2287.2,No
CUST0336,Female,0,21,One year,DSL,Electronic check,99.07,No,Yes,2080.47,Yes
CUST0337,Male,1,28,One year,Fiber optic,Bank transfer,58.47,No,Yes,1637.16,No
CUST0338,Male,0,34,One year,Fiber optic,Credit card,63.6,Yes,Yes,2162.4,No
CUST0339,Female,0,8,One year,No,Credit card,79.4,Yes,Yes,635.2,No
CUST0340,Female,0,59,One year,DSL,Electronic check,78.97,No,Yes,4659.23,No
CUST0341,Male,0,72,One year,Fiber optic,Mailed check,26.74,No,Yes,1925.28,No
CUST0342,Female,0,49,Month-to-month,DSL,Mailed check,103.15,Yes,Yes,5054.35,Yes
CUST0343,Male,0,17,Two year,Fiber optic,Credit card,37.73,No,No,641.41,No
CUST0344,Female,1,60,One year,DSL,Mailed check,92.31,No,Yes,5538.6,No
CUST0345,Male,0,45,One year,No,Electronic check,97.27,Yes,Yes,4377.15,No
CUST0346,Male,0,69,Two year,DSL,Credit card,91.49,Yes,No,6312.81,No
CUST0347,Male,0,32,Month-to-month,DSL,Bank transfer,77.9,Yes,No,2492.8,No
CUST0348,Female,1,44,Two year,DSL,Bank transfer,21.46,Yes,No,944.24,No
CUST0349,Female,0,65,Two year,DSL,Mailed check,56.04,Yes,No,3642.6,No
CUST0350,Male,0,8,One year,DSL,Credit card,80.48,Yes,Yes,643.84,No
CUST0351,Female,0,72,Two year,No,Credit card,58.75,No,No,4230.0,No
CUST0352,Male,0,43,Two year,Fiber optic,Bank transfer,106.35,No,No,4573.05,No
CUST0353,Male,0,1,One year,DSL,Credit card,50.88,Yes,Yes,50.88,No
CUST0354,Female,1,51,One year,No,Credit card,49.35,Yes,Yes,2516.85,No
CUST0355,Female,0,24,One year,DSL,Credit card,46.6,No,Yes,1118.4,No
CUST0356,Male,0,24,One year,DSL,Mailed check,53.28,No,No,1278.72,No
CUST0357,Female,0,17,Two year,Fiber optic,Credit card,75.74,No,Yes,1287.58,No
CUST0358,Female,0,5,Two year,DSL,Electronic check,90.7,Yes,No,453.5,Yes
CUST0359,Male,0,20,Month-to-month,No,Mailed check,86.26,Yes,Yes,1725.2,Yes
CUST0360,Male,0,21,Month-to-month,No,Credit card,100.77,No,Yes,2116.17,Yes
CUST0361,Female,0,58,Two year,Fiber optic,Credit card,108.59,Yes,No,6298.22,No
CUST0362,Male,0,31,Month-to-month,DSL,Electronic check,101.61,Yes,Yes,3149.91,Yes
CUST0363,Male,0,11,Two year,No,Mailed check,21.89,Yes,Yes,240.79,No
CUST0364,Female,0,52,Month-to-month,DSL,Bank transfer,93.59,No,Yes,4866.68,Yes
CUST0365,Male,0,15,One year,DSL,Bank transfer,40.84,No,Yes,612.6,No
CUST0366,Male,0,7,Month-to-month,DSL,Mailed check,33.29,Yes,Yes,233.03,Yes
CUST0367,Female,0,28,One year,Fiber optic,Credit card,83.85,Yes,No,2347.8,No
CUST0368,Female,0,51,One year,DSL,Credit card,51.97,Yes,No,2650.47,No
CUST0369,Male,1,58,One year,No,Bank transfer,25.71,Yes,Yes,1491.18,Yes
CUST0370,Male,1,5,One year,DSL,Bank transfer,33.76,Yes,No,168.8,No
CUST0371,Female,0,5,Month-to-month,No,Bank transfer,20.09,No,No,100.45,Yes
CUST0372,Female,0,8,Two year,DSL,Electronic check,110.32,Yes,No,882.56,Yes
CUST0373,Female,0,64,One year,No,Bank transfer,22.46,Yes,Yes,1437.44,No
CUST0374,Female,0,10,Month-to-month,No,Electronic check,40.95,Yes,Yes,409.5,Yes
CUST0375,Male,0,38,One year,DSL,Mailed check,61.63,No,Yes,2341.94,No
CUST0376,Female,0,8,Month-to-month,DSL,Credit card,55.66,No,No,445.28,Yes
CUST0377,Female,0,25,Month-to-month,No,Bank transfer,111.17,Yes,No,2779.25,Yes
CUST0378,Male,0,66,Month-to-month,Fiber optic,Credit card,24.03,No,Yes,1585.98,No
CUST0379,Female,0,50,Two year,DSL,Credit card,71.22,No,Yes,3561.0,No
CUST0380,Male,0,67,Month-to-month,Fiber optic,Bank transfer,88.05,No,No,5899.35,No
CUST0381,Female,0,49,Month-to-month,DSL,Bank transfer,113.17,No,No,5545.33,Yes
CUST0382,Female,0,36,Two year,DSL,Mailed check,82.04,No,Yes,2953.44,No
CUST0383,Female,0,68,Two year,DSL,Electronic check,100.38,No,No,6825.84,No
CUST0384,Male,0,41,Month-to-month,DSL,Electronic check,28.37,Yes,No,1163.17,No
CUST0385,Male,0,62,Two year,Fiber optic,Credit card,58.59,No,No,3632.58,No
CUST0386,Female,0,10,One year,DSL,Bank transfer,57.39,No,No,573.9,No
CUST0387,Male,0,21,One year,No,Mailed check,108.63,Yes,No,2281.23,No
CUST0388,Male,0,36,Two year,No,Mailed check,35.14,Yes,No,1265.04,No
CUST0389,Male,0,12,Two year,Fiber optic,Mailed check,35.19,Yes,No,422.28,No
CUST0390,Male,0,2,Month-to-month,DSL,Mailed check,52.86,Yes,Yes,105.72,Yes
CUST0391,Male,0,13,Two year,No,Mailed check,25.45,No,Yes,330.85,No
CUST0392,Male,1,53,Month-to-month,Fiber optic,Electronic check,38.25,No,No,2027.25,No
CUST0393,Female,1,32,One year,DSL,Electronic check,116.52,No,No,3728.64,No
CUST0394,Female,0,16,Two year,No,Electronic check,62.82,No,No,1005.12,No
CUST0395,Male,0,32,Month-to-month,No,Bank transfer,83.2,Yes,Yes,2662.4,Yes
CUST0396,Female,0,32,Month-to-month,Fiber optic,Credit card,92.61,No,Yes,2963.52,Yes
CUST0397,Female,0,11,One year,DSL,Mailed check,56.7,No,No,623.7,No
CUST0398,Female,1,10,Two year,DSL,Bank transfer,34.72,Yes,Yes,347.2,No
CUST0399,Female,0,15,One year,No,Mailed check,40.66,No,No,609.9,No
CUST0400,Male,0,17,Month-to-month,No,Electronic check,51.33,No,No,872.61,No
CUST0401,Female,0,40,Month-to-month,No,Bank transfer,83.61,No,No,3344.4,Yes
CUST0402,Female,0,18,Two year,DSL,Electronic check,59.83,No,No,1076.94,No
CUST0403,Male,0,55,Month-to-month,Fiber optic,Mailed check,20.68,Yes,No,1137.4,No
CUST0404,Male,0,25,Two year,Fiber optic,Mailed check,72.34,Yes,No,1808.5,No
CUST0405,Female,0,59,One year,DSL,Credit card,112.15,Yes,No,6616.85,No
CUST0406,Female,1,22,Two year,Fiber optic,Mailed check,101.21,Yes,Yes,2226.62,No
CUST0407,Female,1,30,Two year,No,Electronic check,102.52,Yes,No,3075.6,No
CUST0408,Female,0,44,Month-to-month,Fiber optic,Mailed check,99.51,No,Yes,4378.44,Yes
CUST0409,Female,0,32,Month-to-month,Fiber optic,Credit card,52.37,No,No,1675.84,No
CUST0410,Female,0,51,Two year,Fiber optic,Credit card,96.52,Yes,No,4922.52,No
CUST0411,Male,0,46,Month-to-month,No,Electronic check,34.32,Yes,Yes,1578.72,No
CUST0412,Female,0,21,Month-to-month,DSL,Bank transfer,85.77,Yes,Yes,1801.17,No
CUST0413,Female,0,32,Month-to-month,No,Mailed check,84.16,No,No,2693.12,No
CUST0414,Male,0,39,Two year,DSL,Credit card,22.56,Yes,Yes,879.84,Yes
CUST0415,Male,0,12,Month-to-month,DSL,Mailed check,98.8,No,No,1185.6,Yes
CUST0416,Male,0,47,Two year,DSL,Mailed check,110.32,No,No,5185.04,No
CUST0417,Male,0,18,Month-to-month,Fiber optic,Bank transfer,46.74,No,Yes,841.32,Yes
CUST0418,Female,1,21,One year,Fiber optic,Credit card,101.24,No,Yes,2126.04,No
CUST0419,Female,0,13,Month-to-month,DSL,Mailed check,28.24,Yes,Yes,367.12,No
CUST0420,Female,0,21,Month-to-month,DSL,Credit card,80.0,No,Yes,1680.0,No
CUST0421,Female,1,8,Two year,Fiber optic,Electronic check,68.56,No,No,548.48,No
CUST0422,Female,0,46,Two year,No,Electronic check,74.59,Yes,Yes,3431.14,No
CUST0423,Female,1,7,Month-to-month,DSL,Mailed check,112.62,No,Yes,788.34,Yes
CUST0424,Male,0,23,One year,No,Credit card,107.13,No,Yes,2463.99,No
CUST0425,Female,0,22,Month-to-month,Fiber optic,Mailed check,98.51,No,Yes,2167.22,Yes
CUST0426,Male,0,22,Month-to-month,DSL,Credit card,47.37,Yes,Yes,1042.14,No
CUST0427,Male,0,29,One year,No,Credit card,111.18,No,No,3224.22,No
CUST0428,Female,0,13,Two year,No,Bank transfer,29.75,No,No,386.75,No
CUST0429,Male,0,2,Month-to-month,No,Bank transfer,105.33,Yes,Yes,210.66,Yes
CUST0430,Female,0,29,Two year,Fiber optic,Bank transfer,52.82,Yes,Yes,1531.78,No
CUST0431,Male,0,52,Two year,Fiber optic,Mailed check,25.38,No,No,1319.76,Yes
CUST0432,Female,1,27,One year,No,Bank transfer,86.94,No,Yes,2347.38,No
CUST0433,Male,1,50,One year,No,Bank transfer,43.13,Yes,No,2156.5,No
CUST0434,Female,0,23,Two year,Fiber optic,Electronic check,44.36,No,No,1020.28,No
CUST0435,Female,0,44,Month-to-month,No,Credit card,50.6,Yes,Yes,2226.4,No
CUST0436,Female,0,22,Two year,No,Credit card,26.37,No,No,580.14,No
CUST0437,Female,0,43,Month-to-month,Fiber optic,Bank transfer,37.71,Yes,Yes,1621.53,No
CUST0438,Female,1,37,Month-to-month,No,Credit card,20.51,No,Yes,758.87,No
CUST0439,Male,0,61,One year,No,Electronic check,64.54,Yes,No,3936.94,Yes
CUST0440,Male,0,56,Month-to-month,No,Electronic check,28.43,Yes,No,1592.08,No
CUST0441,Male,0,3,Month-to-month,Fiber optic,Bank transfer,88.27,Yes,Yes,264.81,Yes
CUST0442,Female,0,63,Two year,No,Electronic check,43.56,Yes,No,2744.28,No
CUST0443,Male,0,19,One year,Fiber optic,Credit card,114.36,Yes,Yes,2172.84,No
CUST0444,Female,1,23,Month-to-month,Fiber optic,Mailed check,107.13,No,No,2463.99,Yes
CUST0445,Female,0,29,Month-to-month,DSL,Credit card,48.94,No,No,1419.26,No
CUST0446,Male,0,30,One year,DSL,Mailed check,98.32,Yes,Yes,2949.6,No
CUST0447,Male,0,39,Two year,No,Bank transfer,100.32,No,Yes,3912.48,No
CUST0448,Female,1,25,One year,Fiber optic,Mailed check,118.66,No,Yes,2966.5,Yes
CUST0449,Male,1,8,One year,DSL,Electronic check,79.78,No,No,638.24,No
CUST0450,Female,0,58,Month-to-month,No,Credit card,28.2,No,Yes,1635.6,No
CUST0451,Female,0,16,Month-to-month,DSL,Mailed check,84.68,No,Yes,1354.88,No
CUST0452,Female,0,72,Two year,DSL,Credit card,82.5,No,No,5940.0,Yes
CUST0453,Female,0,1,Month-to-month,Fiber optic,Bank transfer,83.84,Yes,No,83.84,Yes
CUST0454,Female,1,5,Month-to-month,Fiber optic,Bank transfer,50.71,No,Yes,253.55,Yes
CUST0455,Male,0,3,One year,DSL,Electronic check,105.97,No,Yes,317.91,Yes
CUST0456,Male,0,65,Month-to-month,DSL,Bank transfer,115.95,No,Yes,7536.75,Yes
CUST0457,Female,0,4,Two year,Fiber optic,Mailed check,41.77,Yes,Yes,167.08,No
CUST0458,Female,0,64,One year,No,Bank transfer,28.82,No,No,1844.48,No
CUST0459,Male,0,10,Two year,Fiber optic,Electronic check,39.45,No,No,394.5,No
CUST0460,Male,0,21,One year,DSL,Credit card,102.06,No,Yes,2143.26,No
CUST0461,Female,0,46,Month-to-month,No,Credit card,87.66,Yes,Yes,4032.36,Yes
CUST0462,Male,0,27,One year,DSL,Bank transfer,83.6,No,Yes,2257.2,Yes
CUST0463,Female,0,66,One year,No,Mailed check,60.18,Yes,No,3971.88,No
CUST0464,Male,0,41,Month-to-month,DSL,Electronic check,77.78,No,Yes,3188.98,No
CUST0465,Female,0,13,Month-to-month,No,Mailed check,50.79,Yes,Yes,660.27,No
CUST0466,Male,0,9,Two year,No,Electronic check,67.72,Yes,No,609.48,No
CUST0467,Female,0,36,Two year,DSL,Bank transfer,99.31,Yes,No,3575.16,No
CUST0468,Male,0,58,Month-to-month,No,Electronic check,118.12,No,Yes,6850.96,Yes
CUST0469,Male,0,54,Month-to-month,Fiber optic,Electronic check,113.25,Yes,Yes,6115.5,Yes
CUST0470,Female,0,12,Month-to-month,DSL,Bank transfer,113.39,Yes,No,1360.68,Yes
CUST0471,Male,0,14,One year,Fiber optic,Mailed check,60.22,Yes,Yes,843.08,No
CUST0472,Female,1,34,One year,DSL,Bank transfer,66.88,Yes,Yes,2273.92,No
CUST0473,Male,0,53,One year,No,Electronic check,90.56,No,No,4799.68,No
CUST0474,Female,0,20,Month-to-month,No,Bank transfer,112.22,No,No,2244.4,Yes
CUST0475,Male,0,16,Two year,No,Electronic check,34.2,No,No,547.2,No
CUST0476,Female,0,70,Month-to-month,DSL,Bank transfer,50.42,No,Yes,3529.4,No
CUST0477,Male,0,56,One year,Fiber optic,Credit card,33.92,Yes,No,1899.52,Yes
CUST0478,Female,0,58,One year,Fiber optic,Credit card,81.2,No,No,4709.6,No
CUST0479,Male,0,4,Month-to-month,DSL,Bank transfer,50.63,Yes,Yes,202.52,Yes
CUST0480,Female,0,4,Month-to-month,DSL,Mailed check,52.61,No,Yes,210.44,Yes
CUST0481,Female,0,20,One year,Fiber optic,Electronic check,27.09,No,No,541.8,No
CUST0482,Female,0,10,One year,Fiber optic,Credit card,54.98,No,No,549.8,No
CUST0483,Male,0,24,One year,Fiber optic,Mailed check,106.25,Yes,Yes,2550.0,Yes
CUST0484,Female,0,26,Month-to-month,Fiber optic,Electronic check,43.31,No,Yes,1126.06,No
CUST0485,Male,0,37,One year,DSL,Credit card,89.52,No,No,3312.24,No
CUST0486,Female,0,54,One year,DSL,Credit card,82.96,No,No,4479.84,No
CUST0487,Male,0,21,Two year,No,Bank transfer,106.35,Yes,Yes,2233.35,Yes
CUST0488,Female,0,38,Month-to-month,Fiber optic,Electronic check,33.23,No,No,1262.74,No
CUST0489,Male,0,46,Two year,No,Mailed check,117.76,No,Yes,5416.96,No
CUST0490,Male,1,4,Two year,DSL,Mailed check,78.26,Yes,No,313.04,No
CUST0491,Female,0,60,One year,DSL,Mailed check,119.55,Yes,Yes,7173.0,No
CUST0492,Male,0,57,Month-to-month,No,Electronic check,111.15,No,Yes,6335.55,Yes
CUST0493,Male,0,45,One year,Fiber optic,Mailed check,42.15,No,No,1896.75,No
CUST0494,Female,0,20,Month-to-month,Fiber optic,Mailed check,25.62,No,No,512.4,No
CUST0495,Male,0,17,Two year,Fiber optic,Mailed check,45.56,Yes,Yes,774.52,No
CUST0496,Male,0,71,Month-to-month,Fiber optic,Bank transfer,72.76,Yes,No,5165.96,No
CUST0497,Male,1,4,One year,No,Bank transfer,37.16,Yes,No,148.64,No
CUST0498,Female,0,14,One year,No,Electronic check,36.75,No,No,514.5,No
CUST0499,Male,1,3,One year,DSL,Electronic check,66.26,Yes,Yes,198.78,No
CUST0500,Female,0,58,Month-to-month,Fiber optic,Mailed check,23.33,No,No,1353.14,No
CUST0501,Male,0,55,Two year,Fiber optic,Bank transfer,32.19,Yes,No,1770.45,No
CUST0502,Male,0,4,Two year,Fiber optic,Credit card,61.59,Yes,Yes,246.36,No
CUST0503,Male,1,24,Month-to-month,No,Credit card,26.31,Yes,No,631.44,No
CUST0504,Female,0,34,One year,Fiber optic,Mailed check,59.68,No,No,2029.12,No
CUST0505,Male,1,30,Two year,No,Mailed check,67.4,No,Yes,2022.0,Yes
CUST0506,Male,0,19,One year,Fiber optic,Bank transfer,65.13,No,Yes,1237.47,Yes
CUST0507,Female,0,31,Month-to-month,Fiber optic,Bank transfer,106.92,No,No,3314.52,Yes
CUST0508,Male,1,60,One year,DSL,Bank transfer,73.01,Yes,No,4380.6,No
CUST0509,Female,0,60,Two year,Fiber optic,Electronic check,66.8,No,Yes,4008.0,No
CUST0510,Female,0,19,Two year,Fiber optic,Electronic check,61.07,Yes,Yes,1160.33,No
CUST0511,Male,0,49,One year,DSL,Mailed check,101.76,No,No,4986.24,No
CUST0512,Female,1,63,Month-to-month,No,Electronic check,109.51,No,No,6899.13,Yes
CUST0513,Male,1,22,One year,No,Bank transfer,105.32,Yes,No,2317.04,No
CUST0514,Female,0,24,Month-to-month,Fiber optic,Bank transfer,87.35,Yes,Yes,2096.4,No
CUST0515,Female,0,30,One year,No,Electronic check,33.74,No,No,1012.2,No
CUST0516,Male,1,58,Two year,Fiber optic,Credit card,47.69,No,Yes,2766.02,No
CUST0517,Female,0,31,Month-to-month,DSL,Mailed check,24.61,Yes,Yes,762.91,No
CUST0518,Female,0,64,Month-to-month,DSL,Credit card,113.08,Yes,Yes,7237.12,Yes
CUST0519,Female,1,19,Month-to-month,Fiber optic,Mailed check,86.08,Yes,No,1635.52,Yes
CUST0520,Female,0,48,Two year,DSL,Credit card,94.64,Yes,No,4542.72,Yes
CUST0521,Female,0,45,One year,DSL,Electronic check,51.16,Yes,No,2302.2,No
CUST0522,Male,0,55,Two year,Fiber optic,Mailed check,104.57,No,Yes,5751.35,No
CUST0523,Female,1,55,Month-to-month,Fiber optic,Mailed check,45.96,No,No,2527.8,No
CUST0524,Male,1,18,One year,DSL,Mailed check,20.16,No,Yes,362.88,No
CUST0525,Female,1,63,Two year,No,Bank transfer,57.64,No,Yes,3631.32,No
CUST0526,Male,0,47,Month-to-month,No,Bank transfer,77.08,Yes,Yes,3622.76,No
CUST0527,Male,1,57,Month-to-month,Fiber optic,Credit card,67.87,Yes,Yes,3868.59,No
CUST0528,Female,1,45,Two year,Fiber optic,Electronic check,106.21,Yes,Yes,4779.45,Yes
CUST0529,Female,0,33,Two year,No,Bank transfer,30.54,No,Yes,1007.82,No
CUST0530,Female,1,17,Two year,DSL,Mailed check,75.38,Yes,No,1281.46,No
CUST0531,Male,0,70,Month-to-month,No,Bank transfer,71.3,Yes,Yes,4991.0,Yes
CUST0532,Female,0,4,Two year,No,Electronic check,48.14,No,No,192.56,No
CUST0533,Male,0,20,Month-to-month,No,Bank transfer,102.22,No,Yes,2044.4,Yes
CUST0534,Male,0,47,Two year,No,Mailed check,95.28,No,No,4478.16,No
CUST0535,Male,0,15,Month-to-month,Fiber optic,Credit card,93.29,Yes,No,1399.35,Yes
CUST0536,Female,0,70,Month-to-month,Fiber optic,Mailed check,107.62,Yes,No,7533.4,Yes
CUST0537,Female,0,47,One year,DSL,Electronic check,92.28,No,No,4337.16,No
CUST0538,Male,0,9,Two year,DSL,Credit card,43.18,No,Yes,388.62,Yes
CUST0539,Male,0,16,Two year,DSL,Bank transfer,90.56,Yes,Yes,1448.96,No
CUST0540,Female,0,69,Month-to-month,DSL,Bank transfer,50.77,No,Yes,3503.13,No
CUST0541,Male,0,61,Month-to-month,No,Bank transfer,44.22,Yes,Yes,2697.42,Yes
CUST0542,Female,0,10,Month-to-month,Fiber optic,Credit card,27.3,No,No,273.0,Yes
CUST0543,Male,0,50,One year,Fiber optic,Mailed check,94.4,No,No,4720.0,No
CUST0544,Female,0,3,One year,DSL,Credit card,91.1,No,No,273.3,Yes
CUST0545,Male,1,70,Month-to-month,DSL,Credit card,43.45,Yes,Yes,3041.5,No
CUST0546,Female,0,51,Two year,No,Electronic check,94.94,Yes,No,4841.94,No
CUST0547,Male,0,19,Two year,No,Credit card,111.78,No,Yes,2123.82,No
CUST0548,Female,0,42,One year,DSL,Bank transfer,30.8,Yes,No,1293.6,No
CUST0549,Female,1,35,One year,Fiber optic,Mailed check,43.26,No,No,1514.1,No
CUST0550,Male,0,46,Month-to-month,Fiber optic,Mailed check,95.03,No,No,4371.38,Yes
CUST0551,Male,1,26,Two year,Fiber optic,Mailed check,47.45,Yes,No,1233.7,No
CUST0552,Female,0,69,Month-to-month,DSL,Bank transfer,82.47,Yes,No,5690.43,No
CUST0553,Male,1,64,One year,Fiber optic,Bank transfer,28.12,Yes,Yes,1799.68,No
CUST0554,Female,0,37,Two year,No,Bank transfer,65.22,Yes,No,2413.14,No
CUST0555,Male,1,49,Two year,No,Bank transfer,93.91,No,Yes,4601.59,Yes
CUST0556,Female,0,21,One year,DSL,Bank transfer,88.65,Yes,Yes,1861.65,No
CUST0557,Female,0,64,Month-to-month,No,Credit card,101.51,Yes,Yes,6496.64,Yes
CUST0558,Female,0,5,Month-to-month,DSL,Bank transfer,107.75,No,Yes,538.75,Yes
CUST0559,Female,0,70,Two year,Fiber optic,Bank transfer,97.32,No,Yes,6812.4,No
CUST0560,Female,0,4,One year,Fiber optic,Bank transfer,87.16,No,Yes,348.64,Yes
CUST0561,Female,1,39,Two year,Fiber optic,Bank transfer,23.17,No,Yes,903.63,Yes
CUST0562,Male,1,35,One year,No,Mailed check,73.5,Yes,Yes,2572.5,No
CUST0563,Male,0,1,Month-to-month,DSL,Bank transfer,23.77,Yes,No,23.77,Yes
CUST0564,Male,0,24,One year,Fiber optic,Credit card,100.81,No,No,2419.44,Yes
CUST0565,Female,0,57,Month-to-month,DSL,Credit card,52.07,No,Yes,2967.99,No
CUST0566,Female,0,70,One year,Fiber optic,Credit card,76.24,Yes,Yes,5336.8,No
CUST0567,Female,0,41,Two year,No,Electronic check,47.94,Yes,Yes,1965.54,Yes
CUST0568,Female,0,54,Month-to-month,No,Mailed check,98.25,Yes,No,5305.5,Yes
CUST0569,Male,0,46,Two year,DSL,Bank transfer,108.65,Yes,No,4997.9,No
CUST0570,Male,0,60,Two year,No,Electronic check,59.86,Yes,Yes,3591.6,No
CUST0571,Female,0,60,Month-to-month,No,Bank transfer,106.29,No,Yes,6377.4,Yes
CUST0572,Male,0,57,Month-to-month,DSL,Electronic check,46.71,No,No,2662.47,No
CUST0573,Male,0,31,Two year,Fiber optic,Electronic check,73.47,No,No,2277.57,No
CUST0574,Female,0,24,Two year,No,Credit card,105.88,No,Yes,2541.12,No
CUST0575,Male,1,36,Two year,DSL,Credit card,52.59,Yes,Yes,1893.24,No
CUST0576,Female,0,30,Two year,No,Electronic check,115.4,No,Yes,3462.0,No
CUST0577,Male,0,24,Month-to-month,No,Credit card,32.19,Yes,Yes,772.56,Yes
CUST0578,Female,0,30,Month-to-month,No,Electronic check,21.83,Yes,No,654.9,No
CUST0579,Female,0,7,Two year,No,Mailed check,110.41,Yes,No,772.87,Yes
CUST0580,Female,1,35,One year,DSL,Credit card,26.86,Yes,Yes,940.1,Yes
CUST0581,Female,0,55,One year,DSL,Credit card,119.19,Yes,Yes,6555.45,Yes
CUST0582,Male,0,14,Month-to-month,DSL,Credit card,115.14,Yes,Yes,1611.96,Yes
CUST0583,Female,0,10,Two year,No,Mailed check,33.7,Yes,No,337.0,No
CUST0584,Female,1,16,Two year,No,Electronic check,73.76,No,Yes,1180.16,Yes
CUST0585,Female,1,54,Month-to-month,No,Bank transfer,38.49,Yes,Yes,2078.46,No
CUST0586,Male,0,70,One year,DSL,Credit card,62.82,No,Yes,4397.4,No
CUST0587,Female,0,44,One year,No,Electronic check,26.14,No,No,1150.16,No
CUST0588,Male,0,45,One year,Fiber optic,Mailed check,42.39,Yes,Yes,1907.55,No
CUST0589,Female,1,56,Month-to-month,No,Bank transfer,56.33,Yes,No,3154.48,No
CUST0590,Male,0,57,One year,Fiber optic,Credit card,63.86,No,Yes,3640.02,No
CUST0591,Male,1,21,Month-to-month,No,Mailed check,117.75,No,Yes,2472.75,Yes
CUST0592,Female,0,68,Month-to-month,DSL,Mailed check,100.79,No,Yes,6853.72,Yes
CUST0593,Male,0,50,Two year,No,Bank transfer,93.74,No,No,4687.0,No
CUST0594,Female,0,33,One year,Fiber optic,Electronic check,73.7,Yes,Yes,2432.1,No
CUST0595,Female,0,7,Month-to-month,Fiber optic,Credit card,104.0,Yes,Yes,728.0,Yes
CUST0596,Female,0,70,One year,No,Credit card,53.93,Yes,No,3775.1,Yes
CUST0597,Male,0,15,One year,Fiber optic,Electronic check,90.89,No,No,1363.35,Yes
CUST0598,Male,0,32,Two year,Fiber optic,Electronic check,119.38,Yes,No,3820.16,No
CUST0599,Female,0,20,One year,DSL,Electronic check,51.46,No,Yes,1029.2,No
CUST0600,Female,0,15,Two year,No,Bank transfer,87.4,Yes,No,1311.0,No
CUST0601,Male,0,48,Month-to-month,No,Bank transfer,104.43,No,Yes,5012.64,Yes
CUST0602,Female,1,71,One year,No,Credit card,111.58,Yes,No,7922.18,Yes
CUST0603,Female,1,21,Month-to-month,Fiber optic,Bank transfer,91.79,Yes,No,1927.59,Yes
CUST0604,Female,1,42,One year,No,Mailed check,48.36,No,No,2031.12,Yes
CUST0605,Male,1,26,Month-to-month,No,Credit card,52.63,No,Yes,1368.38,No
CUST0606,Male,0,14,One year,DSL,Bank transfer,22.08,No,Yes,309.12,No
CUST0607,Male,0,57,One year,DSL,Electronic check,96.09,No,Yes,5477.13,No
CUST0608,Female,0,37,One year,DSL,Mailed check,24.27,No,Yes,897.99,No
CUST0609,Female,0,58,One year,Fiber optic,Electronic check,106.47,Yes,Yes,6175.26,No
CUST0610,Female,0,21,One year,No,Credit card,31.87,No,Yes,669.27,No
